***************,,,,,,,,,,,,,,
Date: Fri Jun 19 20:38:42 2015,,,,,,,,,,,,,,
Seed: 100301973842220852688042999910286945997,,,,,,,,,,,,,,
ID: kyle,,,,,,,,,,,,,,
CONDS: rbp / r,,,,,,,,,,,,,,
SID,PHASE,COLOR,CONDITION,WORD,FIXATIONON,PRECUEON,WORDON,FIXATIONOFF,PRECUEOFF,WORDOFF,RESPONSE,EXPECTED,ACCURACY,RT
kyle,STUDY0,rbp,NULL,NULL,0.003147,-1,-1,2.202325,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,2.20279,-1,-1,4.402328,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,4.402792,-1,-1,6.602336,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,6.602799,-1,-1,8.80234,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,8.80281,-1,-1,11.002342,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,valley,11.036456,11.286457,12.036456,11.286456,12.036456,14.536456,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,summer,14.537051,14.787051,15.537051,14.787051,15.537051,18.037051,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,plate,18.03761,18.28761,19.03761,18.28761,19.03761,21.53761,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,ocean,21.538181,21.788181,22.538181,21.788181,22.538181,25.038181,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,guardian,25.038757,25.288757,26.038757,25.288757,26.038757,28.538757,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,28.539222,-1,-1,30.73878,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,30.739242,-1,-1,32.938783,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,kingdom,32.969175,33.219175,33.969175,33.219175,33.969175,36.469175,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,minute,36.469751,36.719751,37.469751,36.719751,37.469751,39.969751,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,record,39.970323,40.220323,40.970323,40.220323,40.970323,43.470323,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,43.470795,-1,-1,45.670343,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,island,45.698818,45.948819,46.698818,45.948818,46.698818,49.198818,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,answer,49.199377,49.449377,50.199377,49.449377,50.199377,52.699377,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,52.69989,-1,-1,54.899401,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,invention,54.93468,55.18468,55.93468,55.18468,55.93468,58.43468,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,58.435143,-1,-1,60.634707,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,station,60.661779,60.91178,61.661779,60.911779,61.661779,64.161779,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,trousers,64.16235,64.41235,65.16235,64.41235,65.16235,67.66235,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,school,67.66291,67.91291,68.66291,67.91291,68.66291,71.16291,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,71.163374,-1,-1,73.362933,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,73.36341,-1,-1,75.562936,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,75.563404,-1,-1,77.762938,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,invitation,77.798032,78.048033,78.798032,78.048032,78.798032,81.298032,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,stream,81.298582,81.548582,82.298582,81.548582,82.298582,84.798582,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,84.799047,-1,-1,86.998604,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,86.999069,-1,-1,89.198607,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,89.199063,-1,-1,91.39861,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,century,91.428043,91.678044,92.428043,91.678043,92.428043,94.928043,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,river,94.928604,95.178604,95.928604,95.178604,95.928604,98.428604,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,ticket,98.429172,98.679172,99.429172,98.679172,99.429172,101.929172,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,101.929651,-1,-1,104.129194,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,whisper,104.159651,104.409651,105.159651,104.409651,105.159651,107.659651,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,uncle,107.660544,107.910544,108.660544,107.910544,108.660544,111.160544,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,111.160996,-1,-1,113.36056,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,garden,113.391253,113.641253,114.391253,113.641253,114.391253,116.891253,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,machine,116.891948,117.141948,117.891948,117.141948,117.891948,120.391948,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,harbor,120.392511,120.642511,121.392511,120.642511,121.392511,123.892511,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,123.89297,-1,-1,126.092532,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,126.092986,-1,-1,128.292536,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,128.292982,-1,-1,130.492538,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,traffic,130.525543,130.775543,131.525543,130.775543,131.525543,134.025543,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,knock,134.026106,134.276106,135.026106,134.276106,135.026106,137.526106,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,137.526598,-1,-1,139.726133,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,quarrel,139.755717,140.005717,140.755717,140.005717,140.755717,143.255717,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,foundation,143.256283,143.506283,144.256283,143.506283,144.256283,146.756283,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,146.756817,-1,-1,148.95632,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,vacation,148.984819,149.234819,149.98482,149.234819,149.984819,152.484819,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,orchard,152.485388,152.735388,153.485389,152.735388,153.485388,155.985388,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,basket,155.986006,156.236006,156.986006,156.236006,156.986006,159.486006,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,159.486481,-1,-1,161.686025,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,journey,161.713963,161.963963,162.713963,161.963963,162.713963,165.213963,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,engine,165.214521,165.464521,166.214521,165.464521,166.214521,168.714521,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,168.714978,-1,-1,170.914544,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,laugh,170.946001,171.196001,171.946002,171.196001,171.946001,174.446001,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,victory,174.446586,174.696586,175.446586,174.696586,175.446586,177.946586,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,177.94705,-1,-1,180.14661,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,fashion,180.176662,180.426662,181.176662,180.426662,181.176662,183.676662,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,183.677137,-1,-1,185.876689,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,Y,captain,185.906787,186.156788,186.906787,186.156787,186.906787,189.406787,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,189.407253,-1,-1,191.60681,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,191.607264,-1,-1,193.806812,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,amount,193.841048,194.091048,194.841048,194.091048,194.841048,197.341048,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,197.341527,-1,-1,199.541076,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,gravity,199.569186,199.819186,200.569186,199.819186,200.569186,203.069186,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,203.069677,-1,-1,205.269211,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,205.269669,-1,-1,207.469213,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,department,207.50081,207.75081,208.50081,207.75081,208.50081,211.00081,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,resort,211.001363,211.251363,212.001363,211.251363,212.001363,214.501363,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,neighbor,214.501926,214.751926,215.501926,214.751926,215.501926,218.001926,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,218.00239,-1,-1,220.201948,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,steam,220.231697,220.481698,221.231697,220.481697,221.231697,223.731697,NONE,NONE,-1,-1
kyle,STUDY0,rbp,P,building,223.73232,223.98232,224.73232,223.98232,224.73232,227.23232,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,227.232794,-1,-1,229.432345,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,NULL,NULL,229.432806,-1,-1,231.632349,-1,-1,NONE,NONE,-1,-1
kyle,STUDY0,rbp,S,author,231.661969,231.911969,232.661969,231.911969,232.661969,235.161969,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,0.003334,-1,-1,2.202527,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,2.203001,-1,-1,4.402529,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,4.402982,-1,-1,6.602532,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,6.602998,-1,-1,8.802534,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,8.803011,-1,-1,11.002536,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,package,11.035089,11.285089,12.035089,11.285089,12.035089,14.535089,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,engine,14.535667,14.785668,15.535667,14.785667,15.535667,18.035667,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,porch,18.036613,18.286613,19.036613,18.286613,19.036613,21.536613,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,quarter,21.537154,21.787154,22.537154,21.787154,22.537154,25.037154,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,25.037625,-1,-1,27.237182,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,27.237649,-1,-1,29.437185,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,29.437644,-1,-1,31.637187,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,capital,31.664148,31.914156,32.664148,31.914148,32.664148,35.164148,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,35.164615,-1,-1,37.364172,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,shoulder,37.397391,37.647391,38.397391,37.647391,38.397391,40.897391,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,40.897849,-1,-1,43.097417,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,friend,43.131052,43.381052,44.131052,43.381052,44.131052,46.631052,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,uniform,46.631618,46.881619,47.631618,46.881618,47.631618,50.131618,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,stream,50.132745,50.382745,51.132745,50.382745,51.132745,53.632745,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,53.633206,-1,-1,55.832774,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,furniture,55.865991,56.115991,56.865991,56.115991,56.865991,59.365991,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,59.366459,-1,-1,61.566014,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,trousers,61.598153,61.848153,62.598153,61.848153,62.598153,65.098153,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,battery,65.098715,65.348715,66.098716,65.348715,66.098715,68.598715,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,68.599185,-1,-1,70.798739,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,travel,70.827277,71.077277,71.827277,71.077277,71.827277,74.327277,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,74.327742,-1,-1,76.527296,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,market,76.559169,76.809179,77.559169,76.809169,77.559169,80.059169,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,minute,80.059724,80.309725,81.059724,80.309724,81.059724,83.559724,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,plate,83.560305,83.810305,84.560305,83.810305,84.560305,87.060305,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,lesson,87.060878,87.310878,88.060878,87.310878,88.060878,90.560878,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,90.561359,-1,-1,92.760895,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,92.761366,-1,-1,94.960897,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,94.961369,-1,-1,97.1609,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,evening,97.191717,97.441717,98.191717,97.441717,98.191717,100.691717,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,direction,100.692844,100.942844,101.692844,100.942844,101.692844,104.192844,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,valley,104.193445,104.443445,105.193445,104.443445,105.193445,107.693445,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,avenue,107.694055,107.944055,108.694055,107.944055,108.694055,111.194055,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,speech,111.1946,111.4446,112.1946,111.4446,112.1946,114.6946,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,114.695084,-1,-1,116.89463,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,account,116.924544,117.174544,117.924545,117.174544,117.924544,120.424544,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,laugh,120.425111,120.675111,121.425111,120.675111,121.425111,123.925111,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,123.925582,-1,-1,126.125139,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,126.125585,-1,-1,128.325141,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,treasure,128.359793,128.609793,129.359793,128.609793,129.359793,131.859793,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,131.860255,-1,-1,134.059815,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,kettle,134.090909,134.340909,135.090909,134.340909,135.090909,137.590909,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,137.591377,-1,-1,139.790926,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,address,139.823125,140.073127,140.823125,140.073125,140.823125,143.323125,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,143.323592,-1,-1,145.523154,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,145.523616,-1,-1,147.723156,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,147.723606,-1,-1,149.92316,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,border,149.954259,150.204259,150.954259,150.204259,150.954259,153.454259,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,meadow,153.45485,153.70485,154.45485,153.70485,154.45485,156.95485,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,156.955309,-1,-1,159.154871,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,garden,159.185936,159.435937,160.185936,159.435936,160.185936,162.685936,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,162.686398,-1,-1,164.885953,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,painting,164.916651,165.166651,165.916651,165.166651,165.916651,168.416651,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,ladder,168.417232,168.667232,169.417232,168.667232,169.417232,171.917232,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,knock,171.917816,172.167816,172.917816,172.167816,172.917816,175.417816,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,175.41828,-1,-1,177.617835,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,177.618295,-1,-1,179.817841,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,forest,179.847475,180.097475,180.847475,180.097475,180.847475,183.347475,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,whisper,183.348139,183.598139,184.348139,183.598139,184.348139,186.848139,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,186.848605,-1,-1,189.048161,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,message,189.080776,189.330776,190.080776,189.330776,190.080776,192.580776,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,island,192.581351,192.831351,193.581351,192.831351,193.581351,196.081351,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,196.081818,-1,-1,198.281374,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,answer,198.311791,198.561791,199.311791,198.561791,199.311791,201.811791,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,dinner,201.81263,202.06263,202.81263,202.06263,202.81263,205.31263,NONE,NONE,-1,-1
kyle,STUDY1,rbp,Y,thread,205.313205,205.563205,206.313205,205.563205,206.313205,208.813205,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,208.813678,-1,-1,211.013223,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,fashion,211.042829,211.292829,212.042829,211.292829,212.042829,214.542829,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,steam,214.543401,214.793401,215.543401,214.793401,215.543401,218.043401,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,218.043906,-1,-1,220.243438,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,220.243918,-1,-1,222.443441,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,P,foundation,222.472508,222.722508,223.472508,222.722508,223.472508,225.972508,NONE,NONE,-1,-1
kyle,STUDY1,rbp,NULL,NULL,225.972993,-1,-1,228.172528,-1,-1,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,distance,228.20293,228.45293,229.20293,228.45293,229.20293,231.70293,NONE,NONE,-1,-1
kyle,STUDY1,rbp,S,kitchen,231.703522,231.953522,232.703522,231.953522,232.703522,235.203522,NONE,NONE,-1,-1
kyle,TEST0,rbp,NULL,NULL,0.003231,-1,-1,2.20198,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,NULL,NULL,2.232641,-1,-1,4.401982,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,NULL,NULL,4.432802,-1,-1,6.601984,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,NULL,NULL,6.628743,-1,-1,8.801987,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,NULL,NULL,8.832543,-1,-1,11.001989,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,P,factory,11.002481,-1,12.015914,12.002481,-1,15.002481,MISS,1,0,-1
kyle,TEST0,rbp,NULL,NULL,15.003215,-1,-1,17.202666,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,NULL,NULL,17.232434,-1,-1,19.402669,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,NULL,NULL,19.437145,-1,-1,21.602671,-1,-1,NONE,NONE,-1,-1
kyle,TEST0,rbp,FOIL,partner,21.603113,-1,22.616997,22.603113,-1,25.603113,MISS,0,0,-1
kyle,TEST0,rbp,P,daughter,25.603748,-1,26.617604,26.603748,-1,29.603748,MISS,1,0,-1
kyle,TEST0,rbp,S,minute,29.604382,-1,30.618737,30.604382,-1,33.604382,MISS,1,0,-1
kyle,TEST0,rbp,S,sailor,33.605018,-1,34.619796,34.605018,-1,37.605018,MISS,1,0,-1
